,순위,책이름,저자,줄거리
155,156,멋진 하루,타이라 아즈코,"천성적인 유머 감각을 지닌 다이라 아즈코의 단편소설집. 마흔여섯의 나이로 데뷔한 작가의 소설들은 연륜 탓인지 고만고만한 연애소설들과는 다르다. 웃음을 터뜨리지 않을 수 없는 황당무계한 상황과 개성있는 인물들 뒤에는 보통 사람들이 가진 쩨쩨하고 치졸한 면이 숨김없이 드러나고, 불황에서 살아남기 위한 눈물겨운 노력, 그리고 희망을 잃지 않고 씩씩하게 살아가는 순수한 사람들의 모습이 있다. '옛 애인에게 빌려준 20만 엔을 돌려받기 위해서 찾아간 여자는 돈을 돌려받기는 커녕 그에게 말려들어 그와 함께 여러 여자들에게 돈을 빌리러 다니게 된다. 그런데도 시종일관 '최고로 행복한 표정'인 이 남자를 여자는 어쩐지 미워할 수 없다.'는 <멋진 하루>를 비롯해서 6편의 단편소설을 수록했다. 이 단편의 주인공들.."
156,157,잃어버린 시간을 찾아서 1,마르셀 프루스트,19세기에서 1차대전이 끝난 20세기 초반까지 3세대에 걸쳐 무려 5백여 명의 주요 인물을 등장시키며 수천쪽에 걸쳐 과거를 복원해낸 [잃어버린 시간을 찾아서]는 '스완네 집쪽으로''꽃피는 아가씨들 그늘에''게르망트 쪽'등 총 7편으로 되어있다.
157,158,이상한 나라의 앨리스 거울 나라의 앨리스,루이스 캐럴,"환상문학의 효시로 알려져 있는 <이상한 나라의 앨리스>의 저자 루이스 캐럴에 관한 한 세계 최고의 연구가로 손꼽히는 마틴 가드너. 그가 40여 년 전 최초의 <주석 달린 앨리스>를 출간 한 이래 개정과 증보를 거쳐 출간된 <주석 달린 앨리스> 결정판이다. 이 책에서 저자는 <이상한 나라의 앨리스>와 <거울 나라의 앨리스>에 교묘하게 감추어져 있던 수많은 수학적 수수께끼와 말장난들에 대한 해석을 시도한다. 가드너의 백과사전적 지식 뿐 아니라, 존 테니얼의 원본 삽화 및 최근 발견된 연필 스케치, <거울 나라의 앨리스> 첫번째 판본에 실렸다가 삭제된 「가발을 쓴 말벌」을 접할 수 있는 즐거움을 만끽할 수 있다. 여전히 연구 진행 중인 <앨리스.."
158,159,율리시스,제임스 조이스,"모더니즘 문학의 대표작 『율리시스』완결판제임스 조이스의 대표작 『율리시스』완결판. 1968년과 1988년에 각각 나온 초역본과 재번역본에 이어, 제임스 조이스 문학 연구자인 김종건 고려대 교수의 새 번역본이다. 소설은 아일랜드의 수도 더블린을 배경으로 리오폴드 블룸, 그의 아내 몰리 블룸, 예술가를 꿈꾸는 교사 스티븐 데덜러스 등 세 명의 중심 인물이 겪는 단 하루의 사건을 서술하고 있다. 세기의 전환기에 살았던 세 사람을 통해 작가는 20세기의 도시, 즉 하느님이 부재하고 전통적 영웅주의의 새념이 쇠퇴된 세계에서 어떠한 가치들이 실행 가능한가를 탐색한다. <양장제본> <개정판>▶ 작품 자세히 들여다보기!총 1,300여 페이지, 4,000여 개의 주석, 조이스 관련 희귀 화보와 도판, .."
159,160,가자에 띄운 편지,발레리 제나티,"이스라엘 소녀 탈과 팔레스타인 청년 나임, 이메일을 주고받다젊은이들이 자기가 아주 빨리 늙는다고 느끼며 자신의 수명대로 온전히 산다는 게 거의 기적이나 다름없는 곳, 20세기에 이어 21세기에도 분쟁이 끊이지 않는 곳, 희망과 사랑이라는 말을 꺼내기가 무안할 만큼 그 끝이 보이지 않는 증오와 복수의 악순환이 계속되는 곳, 이스라엘과 팔레스타인.이곳에서 청소년기를 보낸 프랑스 작가 발레리 제나티는 공포와 증오, 테러와 복수가 일상이 되어버린 곳에서 살아가는 젊은이들의 삶을 생생하게 포착합니다. 공포에 찌든 일상을 납득할 수 없는 이스라엘 소녀 탈은 자기 집 바로 옆에서 테러가 일어난 뒤부터 가슴에 품고 있는 말들을 글로 적기 시작합니다. 자신의 생각을, 자신이 쓴 글을 저쪽의 누군가가 읽.."
160,161,"별과 같이 살다,카인의 후예",황순원,"일제말의 수탈과 분단의 슬픔에 이르기까지 민족적 비극과 싸워야 했던 한국인의 휴머니즘과 자유를 향한 결단! 흔히 개인적 취향의 작가로 알려진 이 작가에게서 이처럼 역사적 국면들이 변형,결합되는 것은 황순원 문학의 재발견에 이르게 한다."
161,162,꿈꾸는 책들의 도시 1,발터 뫼르스,"『푸른곰 선장의 13과 1/2 인생』으로 국제적 베스트셀러 작가가 된 발터 뫼르스의 2004년작 환상소설. 이 책은 차모니아라는 상상의 대륙, 그 중에서도 책들의 도시 부흐하임에서 벌어지는 모험을 그린다. 신비에 싸인 시인을 찾기 위해 부흐하임으로 온 젊은 공룡 미텐메츠는 지상의 어두운 힘에 의해 지하세계로 쫓겨나 그 곳의 온갖 전설들과 만나게 된다. 그가 경험하는 삶과 죽음, 현실과 광기, 공포와 유머의 세계는 독자에게 롤러코스터 위를 달려가는 짜릿함을 준다. 그러다 예기치 않은 곳에서 독자들을 떨어뜨려 버리고는 숨 돌릴 틈도 없이 재기 넘치는 유머속에 빠지게 한다.이 책은 기본적으로 환상의 세계를 그리고 있지만 이 상상력은 현실 세계에 대한 끊임없는 비유와 암시를 통해 진정한 힘을 얻는다. 새로운 것을 .."
162,163,삼국지 1,나관중,"단순한 재미나 흥미 보다는 지혜롭고 현명하게 세상을 살아가는 방법을 들려 주는 수많은 지혜가 담긴 책. 한나라 멸망 후 펼쳐지는 무수히 많은 영웅호걸들의 쟁투와 죽음,전쟁,음모와 지략을 들려준다. 유비, 관우, 장비의 도원결의부터 솥발처럼 셋으로 나누어진 촉,오, 위나라가 하나로 합쳐지기까지 조조, 손권, 제갈공명, 사마의, 조자룡 등 수 많은 영웅호걸들이 펼치는 흥미진진한 역사적 내용을 풀어썼다. <제1권>"
163,164,세계 최고의 여행기 열하일기 상,박지원,"비주얼로 생생한 열하일기 2.0을 본다!접근하기 쉽게 재구성한 편역본『열하일기』. 이 책은 박지원의 <열하일기>를 고전의 어려움을 털어내고 수백 장의 그림과 사진, 해설을 통해 읽기 쉽게 번역한 것으로 시간의 흐름을 통해 박지원의 여행을 따라갈 수 있도록 했다. 《세계 최고의 여행기 열하일기》는 1780년 연암 박지원이 당시 청나라 황제였던 건륭제의 칠순을 축하하기 위한 사절단으로 출발한 5월 25일부터 다시 한양으로 돌아오기까지의 10월 27일까지의 기록을 담았다. 상권.☞ 이 책은 <한눈에 쏙 들어오는 여정로>를 통해 그날 그날의 여정로를 간단하게 정리해 연암의 발자취가 한눈에 읽힐 수 있도록 했다."
164,165,설득,제인 오스틴,"영국 BBC의 지난 천 년간 최고의 문학가 조사에서 셰익스피어에 이어 2위를 차지할만큼 영국인이 가장 사랑하는 여류작가, 제인 오스틴. 이 책은 <오만과 편견>, <엠마> 등 제인 오스틴의 여섯 작품들 중에서 마지막 작품으로, 남녀의 미묘한 감정선의 파장을 꼼꼼하게 그려내고 있다.소설은 꾸밈없고 낙천적이면서도 감수성이 예민한 여주인공, 앤을 통해 당시의 결혼관과 사회상을 보여준다. 특히, 한 번 헤어졌던 연인이 8년 후, 다시 만나면서 겪게 되는 복잡다난한 감정의 곡선을 흥미롭고 꼼꼼하게 묘사하고 있다."
165,166,자유의 감옥,미하엘 엔데,"""그는 글을 쓰는 작가라기보다 꿈을 쓰는 작가였다."" <모모>, <끝없는 이야기> 등으로 많은 사랑을 받고 있는 미하엘 엔데가 세상을 떠난지 올해로 10년, 그의 사망 10주기를 기념하여 <자유의 감옥>이 복간됐다. 엔데의 1992년 작으로 1996년 고려원에서 출간되었으나 이내 절판된 바 있다.표제작 '자유의 감옥' 등 8편의 중단편이 실린 이 책은 '어린아이의 마음과 철학자의 지혜'를 지닌 엔데가 이 시대 모든 사람들에게 들려주는 탁월한 우화다. 인간의 자유의지와 선택에 대한 질문, 눈앞에 보이는 현실과는 또다른 '현실'의 가능성에 대한 기발한 상상, 시간과 공간의 비틀림에 대한 독특한 사유. 자유로운 상상력의 유희를 통해 삶의 근원, 자아에 대해 끊임없이 질문을 던지고 .."
166,167,대성당,레이먼드 카버,"프로 소설가, 프로 번역가 김연수 그의 번역으로 만나는 카버 문학의 정수! ‘헤밍웨이 이후 가장 영향력 있는 소설가’ ‘리얼리즘과 미니멀리즘의 대가’ 등으로 불리며 미국 현대문학의 대표작가로 꼽히는 레이먼드 카버. 그의 대표작 <대성당>이 ‘2007년 황순원문학상 수상자’인 소설가 김연수의 번역으로 독자들을 찾아간다. <대성당>은 문학동네에서 기획?출간되고 있는 ‘레이먼드 카버 소설 전집’ 중 그 세번째로(첫째 권 <제발 조용히 좀 해요>와 둘째 권 <사랑을 말할 때 우리가 이야기하는 것>은 각각 전문번역가 손성경, 소설가 정영문의 번역으로 출간되어 독자들의 꾸준한 사랑을 받고 있다), 전미비평가모임상과 퓰리처상 후보에 오르는 등 단편작가로서 절정기에 올라 있던 레.."
167,168,비밀요원,조지프 콘래드,"심리적이고 정치적인 '스파이 소설'의 장르를 탄생케 한 조지프 콘래드의 대표작<암흑의 핵심>, <로드 짐>의 작가 조지프 콘래드가 영국에서 발생한 그리니치 천문대 폭발 사건에서 영감을 얻어 쓴 스파이 소설. 영국 문학에서 처음으로 스파이 행위를 전면에 내세운 정통 소설로, 숨 막히는 첩보전보다는 비밀요원을 둘러싼 무정부주의자들의 위선과 허위를 아이러니컬하면서도 심도 있게 그려내고 있다. 주인공 벌록은 마분지 상자나 노란색 종이봉투 따위의 형편없는 물건들을 파는 조그만 가게의 운영자다. 그의 숨겨진 직업은 프랑스 대사관의 비밀요원. 가게는 벌록의 실체를 감추는 수단일 뿐, 물건을 사고파는 거래 대신 나태하고 부패한 무정부주의자들의 모임이 이루어진다. 어느 날 아침 대사관에 불려간 벌록은 .."
168,169,세계 최고의 여행기 열하일기 하,박지원,"비주얼로 생생한 열하일기 2.0을 본다!접근하기 쉽게 재구성한 편역본『열하일기』. 이 책은 박지원의 <열하일기>를 고전의 어려움을 털어내고 수백 장의 그림과 사진, 해설을 통해 읽기 쉽게 번역한 것으로 시간의 흐름을 통해 박지원의 여행을 따라갈 수 있도록 했다. 《세계 최고의 여행기 열하일기》는 1780년 연암 박지원이 당시 청나라 황제였던 건륭제의 칠순을 축하하기 위한 사절단으로 출발한 5월 25일부터 다시 한양으로 돌아오기까지의 10월 27일까지의 기록을 담았다. 하권.☞ 이 책은 <한눈에 쏙 들어오는 여정로>를 통해 그날 그날의 여정로를 간단하게 정리해 연암의 발자취가 한눈에 읽힐 수 있도록 했다."
169,170,문심조룡,김민나,"고전을 쉽고 흥미진진하게 풀어쓴『e시대의 절대사상』제9권. 동양의 문예학 고전인 유협의 <문심조룡>을 소개하고 있다. <문심조룡>은 구체적인 실례들을 통해 중국 고대 문학의 변화와 발전 과정을 일목요연하게 보여줌으로써 시공을 초월해 적용 가능한 보편적인 문예이론을 전개한다. <문심조룡>은 구체적이고 풍부한 실례를 들어 중국 고대 문학을 시대 순으로 고찰하고 있다. 다양한 문학 장르의 원류와 문학 창작과 감상의 기본 체계를 다루고, 중국 고대 문학 장르의 기원과 변화 발전의 과정을 일목요연하게 서술하였다. 또한 문예 활동에 관한 여러 가지 사항을 광범위하게 토론하며 문학에 관련된 다양한 문제들을 다루고 있다."
170,171,피아노 치는 여자,엘프리데 옐리네크,오스트리아 출신의 여류작가로 2004년 노벨문학상 수상작가인 옐리네크의 장편소설. 딸을 일류 피아니스트로 만들기 위한 어머니의 혹독한 교육과 성장과정으로 인해 뒤틀린 심리를 갖게 된 에리카가 제자 클레머와 관계를 맺게되는 과정을 통해 모녀관계와 남녀관계의 본질을 도발적이고 충격적인 시각으로 탐구한 소설. 영화 [피아니스트]의 원작소설이기도 하다.
171,172,그들의 눈은 신을 보고 있었다,조라 닐 허스턴,"약간은 낯선 이름인 조라 닐 허스턴은 1970년대 이후 새롭게 조명받기 시작한 미국 흑인여성문학의 어머니이다. 현재 그녀의 작품들은 대학의 교양필독서로 꼽히고 있다. <그들의 눈은...>은 그녀의 대표작이고, 최초의 흑인여성소설로 인정받는 작품이다.소설은 주인공 재니 크로포드가 3번의 결혼생활을 겪으면서 흑인여성으로서 자기 자신을 찾아가는 과정을 그린다. 흑인이자 여성이라는 이중적 억압의 피해자라는 주제는 이후의 앨리스 워커, 토니 모리슨 등의 작가에게로 이어지는 것으로, 그런 의미에서 허스턴이 흑인여성문학의 선구자라 할 수 있는 것이다.또한 이 소설은 흑인민담의 구전 전통을 녹여낸 역동적이고 다중적인 서술 형태로 '새로운 여성적 글쓰기의 미학'을 시도한 소중한 노력의 하나로 여겨지고 있다. 생생.."
