,순위,책이름,저자,줄거리
115,116,김종삼 전집,김종삼,"우리 현대시사를 통틀어 가장 뛰어난 시인의 한 사람으로 꼽히는 김종삼(金宗三, 1921～1984) 시인의 전집. 새로 발굴한 시 47편의 보완으로 시 216편과 짧은 산문글 5편, 그리고 신문 인터뷰 기사 4편 등 김종삼 시인이 남긴 문학적 자료들을 담았다."
116,117,호치민 평전,윌리엄 J. 듀이커,"총을 든 간디, 호치민 전기의 결정판. 유교적 교양을 쌓은 인문주의자이자 공산주의 혁명가이며, 베트남 독립을 설계하고 프랑스와 미국과의 투쟁에서 승리한 민족 지도자 호치민의 모든 것을 다룬 이 책은, 호치민이 전쟁을 피하기 위해 모스크바, 베이징, 워싱턴과 끈질기게 협상함과 동시에 이 세 강대국의 반목을 교모하게 이용하던 과정을 밀도 높게 재구성하고 있다. 철저한 조사에 바탕을 둔 객관적이고도 매혹적인 이 평전은 우리 시대의 가장 우뚝하고 신비스러운 인물, 영감과 혼란을 동시에 불러일으키는 카리스마적인 지도자의 계시적인 초상화이다.♧저자소개지은이월리엄J.듀이커월리엄J.듀이커는 베트남 현사와 호치민의 생애을 깊이 있게 연구해온 예외적인 역사학자이다. 그는 1960년대 중반에 해외 파견 장교로 사이공 미국 대사.."
117,118,트랙과 들판의 별,황병승,"'열린 경험'과 '뒤죽박죽의 체험'으로서의 시시집 〈여장남자 시코쿠〉을 펴낸 황병승의 두 번째 시집. 2년 만에 펴내는 시인의 신작 시집으로, 40여 편의 시가 212페이지에 빼곡하게 들어차 있다. 이번 시집에서 시인은 기존의 그의 시적 공간을 설명하는 개념이었던 하위문화, 분열된 주체, 퀴어, 잔혹극, 무국적성, 텍스트들의 콜라주 등의 요소들이 여전히 남아 웅성거린다. 그리고 그 속에서 시인은 시적 담화의 공간을 다시 개방하고 확장한다. 이번 시집에서 시인은 어른이 되지 못한 아이들의 방황과 반항, 사랑에 대한 이야기를 들려준다. 그런 의미에서 이 시집은 기이한 동화의 세계인데, 순진한 아이들의 세계가 아닌 기성의 세계(어른의 세계)에 대항하는 도착의 세계로 안내하기 때문이다. 지어내거나 문화적인 텍스트 .."
118,119,오래된 미래,헬레나 노르베리 호지,지속가능한 발전과 평등한 삶의 방식에 대한 내용을 담은『오래된 미래 라다크로부터 배우다』. 이 책은 언어학자이자 사회운동가인 헬레나 호지가 1975년 언어 연구를 위해 인도 북부 작은 마을 라다크에 들어갔다가 빈약한 자원과 혹독한 기후에도 불구하고 생태적 지혜를 통해 천년이 넘도록 평화롭고 건강한 공동체를 유지해온 라다크가 서구식 개발 속에서 환경이 파괴되고 사회적으로 분열되는 과정을 보여준다. 이 책에서는 오직 경제성 합리성의 극대화와 물질로 대변되는 풍요로움과 행복의 가치를 통해 진정한 '행복'이란 어떠한 것이며 저생산체계구축과 느림의 철학으로 생활하는 라다크인들의 생활을 통해 새로운 의미의 발전상과 사회 생태의 합리성을 추구해야함을 주장한다.
119,120,제 친구들하고 인사하실래요?,조병준,"시인 조병준이 체험한 켈커타의 천사들과 순수한 나눔의 향연을 담은 「제 친구들하고 인사하실래요」. 9년 전, 같은 제목에 부제와 내용이 서로 다른 <나는 천사를 믿지 않지만>과 <오후 4시의 평화>를 하나로 묶어 출간한 개정판이다.시인이자 문화평론가인 조병준이 여행 도중에 들른 인도 캘커타 구호시설 <사랑의 선교회>에서 다섯 번에 걸쳐 약 2년 간 자원봉사를 하며 만난 친구들과 펼친 따뜻한 우정과 사랑, 나눔의 이야기를 담았다. 마더 테레사의 집에서 만난 친구들의 이야기를 담은 이번 책은 새로운 컬러 사진들을 보강하고 나눔의 의미를 되새기기 위해 마더 테레사와의 가상 인터뷰를 함께 실었다."
120,121,나무를 심은 사람,장 지오노,"1953년 미국 잡지 「리더스 다이제스트(Reader's Digest)」지에 처음 발표된 후 1954년 미국의 「보그(Vogue)」지에 의해 『희망을 심고 행복을 가꾼 사람』이라는 책으로 처음 출판된, 장 지오노의『나무를 심은 사람』. 나무를 심고 가꾸는 한 늙은 양치기의 외로운 노력으로 프로방스의 황무지가 새로운 숲으로 탄생하고, 그로부터 수자원이 회복되어 희망과 행복이 되살아나는 과정을 그린 이야기이다. 간단해 보이는 줄거리 속에 인간의 이기심과 탐욕, 자연파괴와 전쟁이라는 인간의 어두운 측면과 그럼에도 불구하고 묵묵히 희망을 실천하는 주인공 '부피에'의 모습이 대조를 이루며 깊은 울림을 준다."
121,122,그 청년 바보 의사,안수현,"청년 바보 의사 안수현의 유작!안수현이 쓰고 이기섭이 엮은 『그 청년 바보 의사』. 유행성출혈열로 33세에 죽음을 맞이하기까지, 2000년 전에 오신 예수님의 모습을 따라 가난하고 아픈 사람들을 위해 자신이 가진 모든 것을 내놓은 안수현의 삶을 그가 남긴 글을 통해 되새기고 있다. 먹먹하고 뭉클한 감동을 안겨주면서, 우리가 자신의 삶을 되돌아보도록 이끈다. 어느 청년 바보 의사가 있었다. 그는 하나님의 가르침에 따라 환자의 생명을 자신의 생명처럼 귀하게 여기면서 몸을 치유해줄 뿐 아니라, 마음까지도 헤아렸다. 의약분업사태 때는 동료의 비난 속에서도 파업이 아닌 환자를 선택하여 병원을 지켰다. 군의관이 되어서도 예수님의 흔적을 따르는 데 소홀하지 않았는데……. 하나님을 향한 믿음은 신실하고 이웃을 향한 애정은.."
122,123,모리와 함께한 화요일,미치 앨봄,삶과 사랑의 진정한 가치를 일깨우는 책. 루게릭 병에 걸리기 전까지 브랜다이스 대학에서 평생학생들을 가르친 노교수 모리 슈워츠. 죽음을 앞둔 노교수가 20년만에 만난 제자와의 만남에서 들려준 가슴 벅찬 이야기들이 진정한 인간의 가치를 깨닫게 해주는 글이다
123,124,머물지 말고 흘러라,안셀름 그륀,"시작은 어제의 나를 버리는 일이다!전 세계 1400만 명의 마음을 울린 독일의 성자 안젤름 그륀 신부의 인생 잠언안젤름 그륀 신부의 잠언 에세이 『머물지 말고 흘러라』. 동경과 꿈은 삶을 살아가는 원동력이 되어준다. 그러나 때로 불확실한 미래를 좇아 삶의 지표를 잃고 흔들리기도 한다. 하루의 끝에서, 한 해의 끝에서 스스로에게 원하던 것을 이루었는지, 소망했던 목표를 위해 올바른 길을 달려왔는지 스스로 점검해보아야 한다.내가 진정 원하는 것은 무엇이며 내가 추구하는 일이 정말로 원하는 것인히 한번쯤 점검할 수 있는 시간의 여유가 필요하다. 이를 위해 안젤름 그륀 신부는 시작, 인연, 동경, 고통, 쉼, 다시 시작이라는 6가지 테마를 통해 영혼의 깨달음을 선사한다. 목표에 집착하여 정말로 바라는 소원을 이루지.."
124,125,무소유,법정,"꾸준히 오래 팔리는 책으로 법정스님의 수필집 '무소유'를 맞춤법과 교정부호를 손질해 양장본으로 꾸민 것. 이번에 나온 것은 어렵고 잘 쓰이지 않는 한문을 한글로 쉽게 풀어 고쳐 썼다. 손바닥만한 문고본에 글만 다닥다닥 붙여 실은 기존 판과 달리, 한 편이 끝날때마다 충분한 여백을 두고 책크기도 4·6배 변형판으로 키우고 삽화로 이철수의 판화를 실은 구성이 산뜻하다.* 1984년 이달의 청소년도서 서정* 1985년 새마을문고 중앙회 선정도서* 1986년 ""사랑의 책보내기""선정도서* 1990년 서울시립남산도서관 독서권장도서* 1996년 새마을문고 중앙회 선정도서法頂의 에세이 精神은 심산유곡의 佛心, 고색창연한 불교 신앙을 오늘의 이 현실, 끊임없이 사랑과 증오의 사상으로 갈 등을 일으키는 이 세계로 끌어내온 것.."
125,126,나는 걷는다 2,베르나르 올리비에,"30년간의 기자생활 끝에 퇴직한 저자는, 여생을 편히 보내기를 거부하고 예순두 살의 나이로 이스탄불과 중국의 시안(西安)을 잇는 1만 2000킬로미터에 이르는 실크로드를 오직 걸어서 여행하기로 결심한다. 저자는 4년 동안의 계획을 세워 배낭을 메고 길을 떠나면서 여행이 한 구간 끝날 때마다 여행기록을 남기고 휴식을 취한다. 이 책에서 저자는 2002년 봄 다시 여행을 시작해 터키의 마지막 기간을 보충한다. 그리고 타브리즈, 테헤란, 네이샤부르 등 이란의 주요 도시를 거쳐, 7월에는 불타는 카라쿰 사막과 맞닥뜨린다. 침묵만이 함께하는 사막에서 저자는 재치 넘치는 상황 해석과 놀라운 기지로 헤쳐 나가는데……."
126,127,"반 고흐, 영혼의 편지 1",빈센트 반 고흐,"'영혼의 화가', '태양의 화가' 반 고흐(네덜란드,1853- 1890). 불후의 명작을 남겼지만 지독한 가난에 시달렸던 그는 후원자인 동생 테오와 오랜 세월 편지를 주고 받았다(668통). 이 책은 그가 테오와 어머니, 여동생, 고갱 등에게 보낸 편지 중 일부를 엮은 것으로, 이미 6년 전에 초판이 나왔으며 이번에 테오의 편지를 포함한 40여 통의 편지와 그림을 추가한 개정증보판이 나왔다. 이 책은 고흐를 '천재'나 '순교자', 혹은 '광인'으로 보는 일반적인 관점을 거부하고 '인간' 고흐, '화가' 고흐로서의 모습을 조망하려 한다. 그래서 그에 대한 후대의 평가가 아니라 그가 직접 쓴 편지와 그림을 통해 독자가 그의 내면에 보다 가깝게 다가갈 수 있도록 했다. 화가가 직접 쓴 편지 속에서 그의 삶과 예술.."
127,128,월든,헨리 데이비드 소로,"1999년 나온 <월든>(강승영 옮김)의 개정판. 다시 번역해 펴냈다. 미국작가 소로우가 월든 호숫가에서 '자연과 더불어 사는 삶'을 몸소 실천하며 쓴 글이다. 통나무로 손수 집을 짓거나 가재도구를 만들고, 밭을 일구어 먹을 것을 키우는 자급자족적 생활은 더없이 여유로와 보인다. 하지만 월든에서의 그 생활은 그에게 파괴적인 기계문명에 대항하는 적극적이고 대안적인 실험이기도 했다.국가기관이란 이름으로 자행되는 '법적 폭력'에 대한 성토인 <시민의 불복종>과 마찬가지로, <월든>도 당시에는 큰 반향을 일으키지 못했다. 후에 간디나 여타 사회운동가들에게 재발견되면서 현대 환경운동의 시원으로 사랑받게 되었다."
128,129,천 개의 공감,김형경,"관계맺기에 절망하는 우리를 위한 치유의 메시지!소설가 김형경의 심리 치유 에세이. 우리는 부모나 형제 등의 타인과 함께 관계맺기를 하면서 살아가고 있다. 그리고 그러한 관계맺기에서 갈등이나 고통을 얻는다. 한겨레신문의 상담 코너를 기초로 한 이 책은 이처럼 관계맺기로 절망하는 우리에게 격려와 공감, 그리고 위안을 전함으로써, 마음의 문제를 해결할 수 있는 실천적인 방법을 제안하고 있다. 제1장은 우리가 자신의 내면과 감정을 이해하여 자신을 직접 치유하는 과정에 대해, 제2장은 우리의 성격을 형성하고 관계맺기를 가르쳐주는 가족관계에 대해, 제3장은 우리의 정서를 풍부하게 하고 정신을 성장시키는 성과 사랑의 관계에 대해, 마지막으로 제4장은 개별적 심리 문제를 해결하면서 자아실현을 이루는 사회적 관계맺기에 대해.."
129,130,연암을 읽는다,박희병,"연암 박지원의 삶과 내면, 그 사유와 미학을 살펴보는 <연암을 읽는다>. 연암의 산문 작품 중에서 연암의 정신세계와 작가적 역량을 보여주는 글 20여 편을 가려 뽑아 정독한 책이다. 연암의 글을 매개로 하여 연암의 생애 전반과 교유 관계, 그리고 그의 사유를 총괄적으로 읽어내고 있다.이 책은 연암 글쓰기의 진수, 자신의 사유를 풀어내는 능력, 자구를 단련하면서 한 편의 글을 조직해 내는 능력, 자신의 안팎을 반성적으로 성찰해내는 연암의 깊은 시선 등에 대해 구체적인 작품을 예로 들어가며 설명한다. 각 작품마다 먼저 글 전문을 번역하여 보여준 다음, 다시 단락별로 글을 나누어 자세히 음미하였으며, 최총적으로 다시 글 전체로 돌아가 총평을 내리고 있다."
130,131,앗 뜨거워 Heat,빌 버포드,"파스타를 삶기 위해 직장을 그만두다!파스타를 삶기 위해 직장을 그만둔 저널리스트 빌 버포드의 이탈리아 요리 정복기. 화려하고 감미로운 맛 등으로 끊임없이 사람들을 유혹하는 뉴욕 최고의 이탈리아 레스토랑 'BABBO'의 흥미로운 주방으로 우리를 안내하고 있다. 또한 미국과 영국, 그리고 이탈리아에서 요리를 통해 인생과 문화와 역사를 성찰하는 저자의 모험을 따라간다. 이 책은 [뉴요커] 기자로 일하던 저자가 친구의 생일 파티에서 뉴욕 최고의 이탈리아 요리사 '마리오 바탈리'를 운명적으로 만난 후, 직장을 그만두고 '주방의 노예'가 되면서부터 시작한다. 저자는 요리에 대해 아무것도 모르는 자신이 요리사가 되기까지 겪어낸 과정을 그려내면서, 주방 동료와의 복잡한 애증 관계, TV에서는 공개된 적 없는 '마리오 비탈.."
