,순위,책이름,저자,줄거리
341,342,퇴계 달중이를 만나다,김은미,"교과서에서, 1000원짜리 지폐에서 수없이 마주치는 퇴계 선생. 그럼에도 불구하고 이 훌륭한 분에게 느끼는 거리감은 좁힐 길이 없다. 이 책은 '옛날'의 '훌륭한 분'과 내가 무슨 상관이냐는 물음에 답하는 책이다. 고등학교 입학을 앞두고 안동으로 배낭여행을 온 달중이가 500년 전으로 거슬러 올라가 도산 서당 마당쇠가 되어 하룻동안 퇴계와 제자들의 가르침을 엿듣는다. 곱셈식을 전개하고 인수분해를 하고, 한국사 연표를 외워왔던 달중이는 '사람이 되기 위해 공부를 한다'는 말씀에 빠져들고…. 진정한 공부란 무엇인지 경상도 사투리의 퇴계 선생의 목소리를 통해 전해들을 수 있다. 달중이의 시각과 의식, 지적 수준에 맞추어 선생님의 학문을 이야기로 풀어 내고 있어 줄거리를 따라가다보면 선생의 이기, 거경, 사단칠정 .."
342,343,다윈의 플롯,질리언 비어,"문학과 과학을 넘나드는 지성과 감수성 다윈의 진화론과 19세기 문학의 관계를 다룬 책. 영문학자이자 과학사상가인 저자는 조지 엘리엇과 토머스 하디 등 19세기 영국 작가들이 진화론에 영향을 받고 그들의 작품 이야기를 구성해 나가는 과정에서 진화론과 직간접적으로 관련을 맺었다는 주장을 한다. 엘리엇은 다윈의 진화론 용어 중‘변이’나 ‘자연선택’단어를 작품 속에 가져다 썼으며, 진화론의 핵심인 친화성의 관념을 작중 인물들의 관계에 적용한다. 또한 목적론으로 빠질 수밖에 없는 ‘기원’의 개념을 거부하는 진화론의 메시지를 각색하여 그물 방식의 플롯을 구성함으로써 20세기의 소설 양식을 예고한다. 하디의 소설에서는 자연을 배경으로 삼아 자연 속에 처한 인간의 삶을 말하기 위해 자연의 묘사에서 진화론의 외양을 차용해 .."
343,344,윤리 21,가라타니 고진,"전쟁과 혁명의 세기에 마침표를 찍고, 21세기 새로운 세계를 구상하는 윤리 테제! 헤겔은 도덕을 주관적인 것으로 보고, 윤리를 습속 규범(가족, 공동체, 국가)으로 생각해 그 상위에 둔다. 그러나 이것은 헤겔 특유의 구별이지 일반적으로 통용되는 것은 아니다. 보통은 도덕과 윤리는 거의 구별되지 않는다. 중요한 것은 단어에 집착하는 것이 아니라 그것으로 무엇을 말하는가를 분별하는 일이다. 책 끝에 참고 자료로 칸트론의 마지막 장을 덧붙였다."
344,345,지식의 최전선,김호기,"8개의 주제 아래 인문학, 사회과학, 자연과학, 첨단공학, 예술 및 대중문화 등을 포괄한 29개 분야의 학문적 쟁점을 소개하고 그 토론과 전망을 보여주는 책. 이 책에 실린 70편의 글들은 각각 퍼즐 조각들처럼 분과학문 또는 쟁점 하나하나의 현재와 미래를 보여주는 작은 그림이자 큰 그림을 구성하는 일부이며, 지식과 학문의 그림이다. 변화를 수용하고 이를 적극적으로 해명하는 통찰, 기념의 관념틀을 벗어나 그것에 대적하는 용기, 그리고 새로운 세계를 기획할 수 있는 대안 모색이 오늘날 지식과 학문의 최전선을 이루고 있다. 이 책은 바로 이 혁명적 전환을 주도하려는 지식의 최전선, 그 학문적 전투의 보고서이다."
345,346,대승기신론 통석,이홍우,"<대승기신론>을 번역하고 주석을 덧붙인 책. <대승기신론>의 '일으키고자 하는 믿음(起信)'은 진여가 세상의 근본이라는 믿음, 세상은 진여로 말미암아 생겼다는 믿음, 우리의 삶은 세상을 그것이 생기기 이전의 진여로 되돌리는 데에 목적이 있다는 믿음, 세상을 진여로 되돌리기 위해서는 진여를 우리의 마음으로 받아들여야 한다는 믿음을 뜻한다. 그러나 <대승기신론>은 우리가 현재와는 다른 삶을 살아야 한다고 가르치는 것이 아니라 우리가 현재 살아가는 모습을 허심탄회하게 생각해 보도록 권유하고 있다. <대승기신론>은 인간으로서 할 수 있는 가장 높은 수준의 사고를 시적 감동을 주는 아름다운 문장으로 서술하고 있다. 그러나 <대승기신론>은 언어의 정상적인 용법이 적.."
346,347,이분법을 넘어서,"장회익, 최종덕","이분법적 사고를 넘어 통합적 사유의 길을 찾다<이분법을 넘어서>는 학문의 통합과 소통을 위한 물리학자 장회익과 철학자 최종덕의 대화를 정리한 책이다. 학문과 지식의 세계, 나아가 우리 삶 전반에서 마주치는 이분법적 사고를 허물고 통합적 사유의 가능성을 모색하고자 했다. 자연과학과 인문학의 상호소통에 중점을 두었지만, 고전역학과 현대물리학, 개체와 온생명, 동양과 서양, 의식과 물질, 삶과 자연의 문제까지 길게 살펴본다. '메타과학'과 '온생명'으로 알려진 장회익은 과학자의 시선으로 오랫동안 인문학적 주제들을 폭넓게 연구해왔다. 최종덕은 과학적 세계를 철학적 사유의 바탕에서 연구하는 대표적인 철학자로 한의학과 생물학, 동양과 서양의 학문 영역에 걸친 탐구를 진행해왔다. 두 사람은 정해놓은 결론 없이.."
347,348,꿈의 해석,지그문트 프로이트,"정신분석의 창시자 프로이트가 1897년 후반부터 쓰기 시작해 그해 11월에 완성한 책. 프로이트 작품 가운데 가장 중요한 책이며, 무의식의 존재를 드러냄으로써 우리의 정신생활의 또다른 모습을 보여준다. 논리적인 구성, 명료한 개념 설명, 명쾌하고 분명한 언어 표현 등의 형식적인 면에서도 인류사 불후의 명작으로 꼽힌다.자신의 내면 생활을 알고 싶은 사람에게 '꿈의 해석'은 자신의 억제된 소원 충동으로 가는 안내자요, 무의식의 문을 두드리는 열쇠가 될 것이다."
348,349,이윤기의 그리스 로마 신화 1,이윤기,"12가지 열쇠로 풀어낸 그리스 신화의 세계신화 이해에 대한 새로운 지평을 연 신화교양서 <이윤기의 그리스 로마 신화> 시리즈. 기존의 서구 중심의 시각에서 탈피하여, 우리 정서와 상상력으로 그리스 로마 신화를 풀어낸 책이다. 탁월한 이야기꾼이자 신화학자인 이윤기가 신화에 대한 해박함과 막힘 없는 상상력, 감칠맛 나는 입담으로 신화의 세계를 우리 시대에 되살려냈다.이 책은 신화 이해와 해석에 필요한 12개의 열쇠를 제시하며, 독자들을 신화 읽기의 주인공으로 내세운 창조적 신화 읽기를 시도하고 있다. 특히 신화를 주제로 한 작품들과, 저자가 신화 유적지와 박물관 등을 직접 다니면서 촬영한 현장 사진들을 곳곳에 수록하여, 현대에서도 여전히 살아 숨쉬는 신화의 이미지를 생생하게 전해준다. 제1권에서는『신.."
349,350,영화관 옆 철학카페,김용규,"영화가 대중문화의 가장 중심적인 위치를 점하면서 수많은 영화관련 철학서들이 나왔다. 영화를 하나의 텍스트로 놓고 그 속이나 밖에서 철학적 개념을 읽어내는 교양서들이다.<알도와 떠도는 사원>을 지은 것으로만 알려지고 있는 철학자 김용규의 <영화관 옆 철학카페>는 그런 책들 사이에서도 녹록치않은 깊이로 눈에 띈다.'영화'보다는 '철학'에 무게가 놓여있다. 영화에서 떠오르는 철학적 '편린'을 기록한 것이 아니라 영화와 직접적으로 결부되었다고 말할 수 있는 철학적 개념들을 정리하고 소개한다. 선택된 영화 역시 '중앙역', '체리의 향기', '솔라리스', '매그놀리아', '나라야마 부시코' 등 그리 대중적이지 않은 것들이다.책은 희망, 행복, 시간, 사랑, 죽음, 성이라는 6개 키워드마다 각 3.."
350,351,이우학교 이야기,정광필,"친구와 벗하고, 스승과 벗하고, 세상과 벗하는 학교!다르게 배워야 다른꿈을 꾼다『이우학교 이야기 | 가장 이상적인 것이 가장 현실적이다』. 입시 전쟁이 치열한 나라 속에서 ‘공부 못하면 인생 막장’이라고 아이들을 협박할 수밖에 없는 서글픈 부모들 100명이 학교 교육의 정상화를 위해 모였다. 입시전쟁에 빼앗기는 청소년기를 되돌려주기 위해 사교육 1번지 분당의 한 귀퉁이에 이우중고등학교를 세웠다.이우 학교는 교사와 아이들, 학부모가 함께 만든 교과과정 속에 살아 있는 텍스트를 가지고 수업을 창조한다. 스스로 생각하는 법과 함께 스스로 삶을 개척하는 법을 배우기 위해 다양한 체험활동과 교실 밖 세상 속으로 통합기행을 떠난다. 이 책은 배움, 수업, 체험활동, 자율ㆍ자치, 학부모 활동 등 이우학교에서 진행된 교육.."
351,352,놀이 마르지 않는 창조의 샘,스티븐 나흐마노비치,"창조의 본성을 자극하는 놀이상상력과 창조의 원천으로서 놀이를 탐구한 책. 일상을 예술로 승화시키는 창조적 영감의 원천으로 놀이와 창조의 원천을 탐구해 예술이 어디서 오는지 알아본다. 놀이를 통한 즉흥적 작업이 어떻게 인간의 내면에서 이루어지는지 살펴본다.또한 삶의 어떤 요소가 작업을 가로 막고 방해하고 그 역경을 이겨내 어떻게 즉흥적인 능력을 해방시켜 진정으로 말하고 노래할 수 있었는지 미켈란젤로, 바흐, 윌리엄 블레이크, 쇤베르크, 베토벤, 피카소, 브람스 등 역사 속 위대한 예술가들이 남긴 다양한 명언과 사례, 즉흥음악 연주자로서의 개인적 체험을 토대로 일반인들로서는 이해하기 어려운 ‘놀이로부터의 창조’라는 난제를 하나씩 풀어나간다.《놀이》에서는 창조력이 번뜩이는 그 순간 놀이와 일은 하나가 되며 이를 .."
352,353,한 권으로 읽는 브리태니커,A J 제이콥스,"32권, 3만 3천여쪽에 달하는 브리태니커 백과사전 2002년판을 처음부터 끝까지 완독한 경험을 담은 책으로 100억년 역사의 지식을 먹어치운 한 남자의 대담무쌍한 기록이다. 각 단어에 대한 피상적이거나 단편적으로 설정되어 있는 글이 아닌 구체적인 삶의 모습으로 지식이 다가오게 한다."
353,354,헝그리 플래닛,"피터 멘절, 페이스 달뤼시오","24개국 30가족 600끼니,세계는 지금 무엇을 먹고 있는가?<헝그리 플래닛>은 전 세계 사람들이 무엇을 어떻게 먹고 있는지를 살펴보는 책이다. '세계인들의 먹거리'를 심층적으로 취재한 흥미진진한 보고서이자 여행기이며 사진집이라고 할 수 있다. 저자들은 전 세계 24개국을 돌면서 총 30가족을 만나 가족 구성원들이 일주일 동안 소비하는 식품과 그들의 일상을 글과 사진에 담아내었다. 이 책에는 아프리카 말리부터 남미 에콰도르까지 전 세계의 식탁 풍경이 생생하게 펼쳐진다. 각 장에서는 한 가족의 일주일치 분량 식품 사진과 상세 목록 등을 소개하며, 각기 다른 문화와 풍습을 가진 사람들이 현재 무엇을 어떻게 먹고 있는지를 보여준다. 또한 각 나라의 대표성을 지닌 해당 가족이 살아가는 삶의 풍경들을 있는.."
354,355,열하일기 상,박지원,"겨레문고문학선집 시리즈 조선 정조 때의 실학자 연암 박지원의 중국 기행문집 '열하일기' 제1권. 청나라를 오가며 본 문물만을 담은 것이 아니라, 풍부하고 활달한 필치로 철학과 사상, 과학과 음악, 실용과 논리를 담은 이 사상서는 당대의 현실에 대한 예리한 분석과 새 시대를 준비하고자 하는 진보의 열망이 담겨 있다. 실학자뿐만 아니라 정조 임금까지 읽어 그 영향력이 엄청났지만, 문체가 순정치 못하다고 해 1783년 이래 백 년 동안 금서로 있었던 이 책을 북에서 한 활동 일부만 알려진 저자 리상호가 빼어난 국역 문학으로 새로 태어나게 했다. <상(上)>"
355,356,"동양과 서양, 그리고 미학",장파,"동.서문화의 차이에 따른 미의식의 차이를 비교-문화철학적 방법을 통하여 드러내준 역작이다. 존재를 철학적 탐구의 정점에 놓은 문화와 무의 체득을 정점에 놓는 문화, 세계의 근원을 고정.불변하는 실체로 파악하려는 문화와 기의 역동성으로 이해하려는 ""명료성""에 의해 대상을 재단하려는 문화와 혼돈속에서 조화로운 동참을 추구하는 문화, 서양과 동양의 이러한 문화의 차이는 미의식의 차이로 연결될 수 밖에 없다. 저자는 ""비극""숭고""자유""영감"" 등의 다양한 주제를 통하여 동양미학의 진수를 보여주고 있다.이 전에 나온 중국미학 관련서들이 지나치게 자료 나열식이었다면 이 책은 매우 철학적이면이서 동시에 문화,역사,종교,문화심리 등의 주변 맥락에 충실하였다."
356,357,인간과 상징,칼 구스타브 융,"정신과 의사이자 분석심리학의 기초자인 칼 융. 인간의 꿈과 꿈이 상징하고 있는 것을 통해 무의식이 무엇이며, 또 그것을 받아들여야만 인간으로서의 온전함을 획득할 수 있다는 점을 설명했다. 1부 무의식에의 접근부터 5부 개인분석에 나타난 상징까지를 엮었다."
